,s0,s1,s2
586,169.0,170.79999999999995,174.2
587,169.0,169.39999999999998,173.8
588,169.0,168.59999999999997,172.4
589,168.0,168.79999999999995,170.8
590,168.0,170.79999999999995,169.4
591,170.0,174.79999999999995,168.6
592,179.0,180.59999999999997,168.8
593,189.0,187.79999999999995,170.8
594,197.0,196.59999999999997,174.8
595,204.0,207.59999999999997,180.6
596,214.0,217.99999999999994,187.8
597,234.0,228.99999999999994,196.6
598,241.0,239.39999999999998,207.6
599,252.0,246.99999999999994,218.0
600,256.0,248.79999999999995,229.0
601,252.0,246.99999999999997,239.4
602,243.0,240.19999999999996,247.0
603,232.0,230.59999999999997,248.8
604,218.0,219.79999999999995,247.0
605,208.0,208.19999999999996,240.2
606,198.0,195.79999999999995,230.6
607,185.0,182.79999999999995,219.8
608,170.0,169.19999999999996,208.2
609,153.0,154.79999999999995,195.8
610,140.0,140.39999999999998,182.8
611,126.0,126.39999999999998,169.2
612,113.0,113.59999999999998,154.8
613,100.0,101.59999999999998,140.4
614,89.0,90.79999999999998,126.4
615,80.0,81.6,113.6
616,72.0,75.19999999999999,101.6
617,67.0,71.6,90.8
618,68.0,70.6,81.6
619,71.0,72.19999999999999,75.2
620,75.0,76.39999999999998,71.6
621,80.0,83.19999999999999,70.6
622,88.0,91.19999999999997,72.2
623,102.0,99.39999999999998,76.4
624,111.0,107.59999999999997,83.2
625,116.0,115.39999999999998,91.2
626,121.0,121.39999999999998,99.4
627,127.0,126.99999999999997,107.6
628,132.0,133.2,115.4
629,139.0,139.79999999999998,121.4
630,147.0,146.79999999999998,127.0
631,154.0,154.39999999999998,133.2
632,162.0,161.79999999999995,139.8
633,170.0,168.59999999999997,146.8
634,176.0,174.59999999999997,154.4
635,181.0,178.99999999999994,161.8
636,184.0,182.19999999999996,168.6
637,184.0,185.39999999999998,174.6
638,186.0,189.39999999999998,179.0
639,192.0,193.99999999999997,182.2
640,201.0,199.99999999999997,185.4
641,207.0,206.79999999999995,189.4
642,214.0,213.79999999999995,194.0
643,220.0,220.19999999999993,200.0
644,227.0,226.19999999999993,206.8
645,233.0,231.39999999999995,213.8
646,237.0,236.59999999999997,220.2
647,240.0,241.19999999999993,226.2
648,246.0,245.39999999999995,231.4
649,250.0,249.39999999999995,236.6
650,254.0,253.59999999999997,241.2
651,257.0,257.79999999999995,245.4
652,261.0,262.59999999999997,249.4
653,267.0,270.99999999999994,253.6
654,274.0,280.79999999999995,257.8
655,296.0,291.5999999999999,262.6
656,306.0,302.59999999999997,271.0
657,315.0,312.99999999999994,280.8
658,322.0,317.19999999999993,291.6
659,326.0,317.19999999999993,302.6
660,317.0,309.99999999999994,313.0
661,306.0,297.59999999999997,317.2
662,279.0,280.4,317.2
663,260.0,261.19999999999993,310.0
664,240.0,240.79999999999995,297.6
665,221.0,222.59999999999997,280.4
666,204.0,205.39999999999998,261.2
667,188.0,189.79999999999995,240.8
668,174.0,175.19999999999996,222.6
669,162.0,161.59999999999997,205.4
670,148.0,149.19999999999996,189.8
671,136.0,137.79999999999998,175.2
672,126.0,126.99999999999997,161.6
673,117.0,118.19999999999996,149.2
674,108.0,110.99999999999997,137.8
675,104.0,105.19999999999999,127.0
676,100.0,100.19999999999999,118.2
677,97.0,95.79999999999998,111.0
678,92.0,90.99999999999999,105.2
679,86.0,85.99999999999999,100.2
680,80.0,81.19999999999999,95.8
681,75.0,77.19999999999999,91.0
682,73.0,73.99999999999999,86.0
683,72.0,71.6,81.2
684,70.0,69.6,77.2
685,68.0,67.79999999999998,74.0
686,65.0,66.39999999999999,71.6
687,64.0,65.6,69.6
688,65.0,64.99999999999999,67.8
689,66.0,64.79999999999998,66.4
690,65.0,64.79999999999998,65.6
691,64.0,64.99999999999999,65.0
692,64.0,65.79999999999998,64.8
693,66.0,67.79999999999998,64.8
694,70.0,71.19999999999999,65.0
695,75.0,75.39999999999998,65.8
696,81.0,80.19999999999999,67.8
697,85.0,84.99999999999999,71.2
698,90.0,89.39999999999998,75.4
699,94.0,92.79999999999998,80.2
700,97.0,95.99999999999997,85.0
701,98.0,98.99999999999999,89.4
702,101.0,102.19999999999999,92.8
703,105.0,105.79999999999998,96.0
704,110.0,109.79999999999998,99.0
705,115.0,113.99999999999997,102.2
706,118.0,118.39999999999998,105.8
707,122.0,122.19999999999997,109.8
708,127.0,125.79999999999998,114.0
709,129.0,129.79999999999995,118.4
710,133.0,133.39999999999998,122.2
711,138.0,136.39999999999998,125.8
712,140.0,139.2,129.8
713,142.0,141.2,133.4
714,143.0,142.79999999999995,136.4
715,143.0,144.79999999999998,139.2
716,146.0,147.19999999999996,141.2
717,150.0,149.99999999999997,142.8
718,154.0,153.19999999999996,144.8
719,157.0,156.39999999999998,147.2
720,159.0,158.99999999999997,150.0
721,162.0,161.0,153.2
722,163.0,162.79999999999995,156.4
723,164.0,164.99999999999997,159.0
724,166.0,167.39999999999998,161.0
725,170.0,169.2,162.8
726,174.0,170.2,165.0
727,172.0,170.59999999999997,167.4
728,169.0,170.39999999999998,169.2
729,168.0,169.99999999999994,170.2
730,169.0,171.2,170.6
731,172.0,174.0,170.4
732,178.0,178.19999999999996,170.0
733,183.0,183.79999999999995,171.2
734,189.0,190.59999999999997,174.0
735,197.0,195.79999999999995,178.2
736,206.0,199.59999999999997,183.8
737,204.0,202.39999999999998,190.6
738,202.0,203.99999999999997,195.8
739,203.0,204.59999999999997,199.6
740,205.0,206.39999999999998,202.4
741,209.0,209.79999999999995,204.0
742,213.0,214.19999999999993,204.6
743,219.0,218.99999999999994,206.4
744,225.0,223.79999999999995,209.8
745,229.0,227.99999999999994,214.2
746,233.0,231.39999999999992,219.0
747,234.0,234.19999999999996,223.8
748,236.0,236.59999999999997,228.0
749,239.0,238.39999999999995,231.4
750,241.0,239.99999999999994,234.2
751,242.0,240.79999999999995,236.6
752,242.0,240.79999999999995,238.4
753,240.0,239.79999999999995,240.0
754,239.0,238.59999999999997,240.8
755,236.0,237.39999999999998,240.8
756,236.0,236.39999999999995,239.8
757,236.0,235.19999999999993,238.6
758,235.0,234.19999999999996,237.4
759,233.0,232.79999999999995,236.4
760,231.0,230.79999999999995,235.2
761,229.0,228.99999999999994,234.2
762,226.0,227.39999999999998,232.8
763,226.0,226.59999999999997,230.8
764,225.0,226.39999999999998,229.0
765,227.0,226.99999999999994,227.4
766,228.0,228.19999999999993,226.6
767,229.0,230.59999999999997,226.4
768,232.0,233.39999999999998,227.0
769,237.0,236.59999999999997,228.2
770,241.0,239.99999999999994,230.6
771,244.0,242.99999999999994,233.4
772,246.0,244.59999999999997,236.6
773,247.0,245.19999999999993,240.0
774,245.0,245.59999999999997,243.0
775,244.0,245.99999999999994,244.6
776,246.0,246.19999999999996,245.2
777,248.0,246.59999999999994,245.6
778,248.0,246.79999999999993,246.0
779,247.0,246.79999999999995,246.2
780,245.0,246.79999999999995,246.6
781,246.0,246.79999999999995,246.8
782,248.0,247.19999999999996,246.8
783,248.0,247.39999999999995,246.8
784,249.0,247.19999999999996,246.8
785,246.0,246.59999999999997,247.2
786,245.0,246.59999999999997,247.4
787,245.0,245.59999999999997,247.2
788,248.0,244.79999999999995,246.6
789,244.0,244.99999999999994,246.6
790,242.0,245.99999999999994,245.6
791,246.0,246.59999999999994,244.8
792,250.0,248.79999999999995,245.0
793,251.0,252.39999999999995,246.0
794,255.0,255.19999999999993,246.6
795,260.0,257.5999999999999,248.8
796,260.0,260.19999999999993,252.4
797,262.0,262.59999999999997,255.2
798,264.0,264.0,257.6
799,267.0,265.4,260.2
800,267.0,266.59999999999997,262.6
801,267.0,267.4,264.0
802,268.0,267.19999999999993,265.4
803,268.0,266.4,266.6
804,266.0,265.79999999999995,267.4
805,263.0,264.5999999999999,267.2
806,264.0,263.19999999999993,266.4
807,262.0,261.19999999999993,265.8
808,261.0,257.4,264.6
809,256.0,251.39999999999995,263.2
810,244.0,244.39999999999995,261.2
811,234.0,236.79999999999995,257.4
812,227.0,230.19999999999996,251.4
813,223.0,226.59999999999997,244.4
814,223.0,225.59999999999994,236.8
815,226.0,226.39999999999995,230.2
816,229.0,228.19999999999996,226.6
817,231.0,230.19999999999993,225.6
818,232.0,231.39999999999995,226.4
819,233.0,231.59999999999994,228.2
820,232.0,230.79999999999995,230.2
821,230.0,229.19999999999996,231.4
822,227.0,225.99999999999997,231.6
823,224.0,220.79999999999995,230.8
824,217.0,213.99999999999994,229.2
825,206.0,206.39999999999998,226.0
826,196.0,197.59999999999997,220.8
827,189.0,188.59999999999997,214.0
828,180.0,180.39999999999998,206.4
829,172.0,172.79999999999995,197.6
830,165.0,165.2,188.6
831,158.0,158.39999999999998,180.4
832,151.0,152.39999999999998,172.8
833,146.0,146.99999999999997,165.2
834,142.0,141.79999999999998,158.4
835,138.0,136.79999999999998,152.4
836,132.0,132.99999999999997,147.0
837,126.0,129.99999999999997,141.8
838,127.0,127.39999999999998,136.8
839,127.0,126.99999999999999,133.0
840,125.0,129.59999999999997,130.0
841,130.0,136.39999999999998,127.4
842,139.0,146.2,127.0
843,161.0,159.39999999999998,129.6
844,176.0,174.39999999999995,136.4
845,191.0,189.39999999999998,146.2
846,205.0,200.99999999999997,159.4
847,214.0,209.59999999999997,174.4
848,219.0,213.99999999999994,189.4
849,219.0,213.59999999999997,201.0
850,213.0,208.39999999999995,209.6
851,203.0,200.19999999999996,214.0
852,188.0,190.99999999999997,213.6
853,178.0,182.19999999999996,208.4
854,173.0,174.79999999999995,200.2
855,169.0,168.99999999999997,191.0
856,166.0,163.2,182.2
857,159.0,156.39999999999998,174.8
858,149.0,148.79999999999998,169.0
859,139.0,140.79999999999995,163.2
860,131.0,133.39999999999998,156.4
861,126.0,127.59999999999997,148.8
862,122.0,124.19999999999997,140.8
863,120.0,122.19999999999999,133.4
864,122.0,120.59999999999997,127.6
865,121.0,118.59999999999998,124.2
866,118.0,116.19999999999999,122.2
867,112.0,113.59999999999998,120.6
868,108.0,111.59999999999998,118.6
869,109.0,110.19999999999996,116.2
870,111.0,110.19999999999999,113.6
871,111.0,111.19999999999999,111.6
872,112.0,112.59999999999997,110.2
873,113.0,114.59999999999997,110.2
874,116.0,117.99999999999997,111.2
875,121.0,122.39999999999998,112.6
876,128.0,127.79999999999997,114.6
877,134.0,133.59999999999997,118.0
878,140.0,138.99999999999997,122.4
879,145.0,143.19999999999996,127.8
880,148.0,146.59999999999997,133.6
881,149.0,149.59999999999997,139.0
882,151.0,151.79999999999995,143.2
883,155.0,153.39999999999998,146.6
884,156.0,154.39999999999998,149.6
885,156.0,154.39999999999998,151.8
886,154.0,153.19999999999996,153.4
887,151.0,151.39999999999998,154.4
888,149.0,148.99999999999997,154.4
889,147.0,146.39999999999998,153.2
890,144.0,143.79999999999998,151.4
891,141.0,140.79999999999998,149.0
892,138.0,137.59999999999997,146.4
893,134.0,134.59999999999997,143.8
894,131.0,131.99999999999997,140.8
895,129.0,129.59999999999997,137.6
896,128.0,127.79999999999997,134.6
897,126.0,126.99999999999997,132.0
898,125.0,126.99999999999997,129.6
899,127.0,127.39999999999998,127.8
900,129.0,128.2,127.0
901,130.0,129.39999999999998,127.0
902,130.0,130.79999999999995,127.4
903,131.0,132.39999999999998,128.2
904,134.0,135.39999999999998,129.4
905,137.0,140.99999999999997,130.8
906,145.0,148.99999999999997,132.4
907,158.0,157.79999999999995,135.4
908,171.0,167.19999999999996,141.0
909,178.0,175.59999999999997,149.0
910,184.0,180.59999999999997,157.8
911,187.0,181.79999999999995,167.2
912,183.0,180.99999999999994,175.6
913,177.0,178.59999999999997,180.6
914,174.0,175.79999999999995,181.8
915,172.0,173.79999999999995,181.0
916,173.0,172.99999999999997,178.6
917,173.0,172.99999999999997,175.8
918,173.0,173.59999999999997,173.8
919,174.0,173.79999999999995,173.0
920,175.0,173.99999999999997,173.0
921,174.0,173.99999999999997,173.6
922,174.0,173.99999999999997,173.8
923,173.0,174.19999999999996,174.0
924,174.0,175.39999999999998,174.0
925,176.0,177.79999999999995,174.0
926,180.0,181.59999999999997,174.2
927,186.0,186.19999999999996,175.4
928,192.0,191.39999999999998,177.8
929,197.0,195.79999999999995,181.6
930,202.0,198.59999999999997,186.2
931,202.0,199.19999999999996,191.4
932,200.0,197.79999999999995,195.8
933,195.0,193.79999999999995,198.6
934,190.0,187.79999999999995,199.2
935,182.0,181.19999999999996,197.8
936,172.0,174.79999999999995,193.8
937,167.0,169.39999999999998,187.8
938,163.0,165.39999999999998,181.2
939,163.0,162.59999999999997,174.8
940,162.0,159.79999999999998,169.4
941,158.0,157.39999999999998,165.4
942,153.0,154.99999999999997,162.6
943,151.0,152.59999999999997,159.8
944,151.0,150.99999999999997,157.4
945,150.0,151.39999999999998,155.0
946,150.0,154.59999999999997,152.6
947,155.0,162.19999999999996,151.0
948,167.0,172.39999999999998,151.4
949,189.0,183.79999999999995,154.6
950,201.0,195.19999999999996,162.2
951,207.0,203.59999999999997,172.4
952,212.0,205.59999999999997,183.8
953,209.0,202.39999999999998,195.2
954,199.0,192.19999999999996,203.6
955,185.0,176.79999999999995,205.6
956,156.0,159.59999999999997,202.4
957,135.0,142.59999999999997,192.2
958,123.0,127.19999999999999,176.8
959,114.0,116.59999999999997,159.6
960,108.0,109.39999999999998,142.6
961,103.0,103.79999999999998,127.2
962,99.0,98.99999999999999,116.6
963,95.0,94.39999999999998,109.4
964,90.0,90.79999999999998,103.8
965,85.0,88.39999999999998,99.0
966,85.0,87.19999999999999,94.4
967,87.0,87.19999999999999,90.8
968,89.0,88.19999999999999,88.4
969,90.0,88.59999999999998,87.2
970,90.0,87.99999999999999,87.2
971,87.0,86.59999999999998,88.2
972,84.0,84.59999999999998,88.6
973,82.0,81.79999999999998,88.0
974,80.0,78.39999999999998,86.6
975,76.0,74.79999999999998,84.6
976,70.0,71.39999999999999,81.8
977,66.0,67.99999999999999,78.4
978,65.0,65.39999999999999,74.8
979,63.0,63.79999999999999,71.4
980,63.0,62.79999999999999,68.0
981,62.0,61.79999999999998,65.4
982,61.0,60.999999999999986,63.8
983,60.0,59.79999999999998,62.8
984,59.0,58.79999999999998,61.8
985,57.0,58.19999999999999,61.0
986,57.0,58.39999999999999,59.8
987,58.0,59.39999999999999,58.8
988,61.0,61.19999999999999,58.2
989,64.0,63.19999999999999,58.4
990,66.0,65.19999999999999,59.4
991,67.0,66.79999999999998,61.2
992,68.0,68.0,63.2
993,69.0,69.39999999999998,65.2
994,70.0,71.19999999999999,66.8
995,73.0,73.39999999999999,68.0
996,76.0,76.19999999999999,69.4
997,79.0,79.39999999999999,71.2
998,83.0,82.39999999999998,73.4
999,86.0,85.0,76.2
1000,88.0,86.79999999999998,79.4
1001,89.0,87.39999999999998,82.4
1002,88.0,87.19999999999999,85.0
1003,86.0,86.19999999999999,86.8
1004,85.0,84.79999999999998,87.4
1005,83.0,83.19999999999999,87.2
1006,82.0,81.79999999999998,86.2
1007,80.0,80.39999999999999,84.8
1008,79.0,79.39999999999998,83.2
1009,78.0,78.79999999999998,81.8
1010,78.0,78.39999999999998,80.4
1011,79.0,77.79999999999998,79.4
1012,78.0,76.79999999999998,78.8
1013,76.0,75.19999999999999,78.4
1014,73.0,73.19999999999999,77.8
1015,70.0,71.19999999999999,76.8
1016,69.0,69.6,75.2
1017,68.0,68.99999999999999,73.2
1018,68.0,69.39999999999998,71.2
1019,70.0,70.19999999999999,69.6
1020,72.0,70.99999999999999,69.0
1021,73.0,71.59999999999998,69.4
1022,72.0,71.6,70.2
1023,71.0,71.19999999999999,71.0
1024,70.0,70.59999999999998,71.6
1025,70.0,70.39999999999998,71.6
1026,70.0,70.59999999999998,71.2
1027,71.0,71.39999999999999,70.6
1028,72.0,72.6,70.4
1029,74.0,73.99999999999999,70.6
1030,76.0,75.19999999999999,71.4
1031,77.0,76.39999999999998,72.6
1032,77.0,77.19999999999999,74.0
1033,78.0,77.79999999999998,75.2
1034,78.0,78.19999999999999,76.4
1035,79.0,78.79999999999998,77.2
1036,79.0,79.39999999999999,77.8
1037,80.0,79.99999999999999,78.2
1038,81.0,80.39999999999998,78.8
1039,81.0,81.19999999999999,79.4
1040,81.0,81.99999999999997,80.0
1041,83.0,82.79999999999998,80.4
1042,84.0,83.99999999999999,81.2
1043,85.0,85.39999999999999,82.0
1044,87.0,86.79999999999998,82.8
1045,88.0,88.79999999999998,84.0
1046,90.0,92.19999999999999,85.4
1047,94.0,95.19999999999999,86.8
1048,102.0,97.79999999999998,88.8
1049,102.0,101.99999999999999,92.2
1050,101.0,107.99999999999997,95.2
1051,111.0,115.99999999999997,97.8
1052,124.0,127.79999999999998,102.0
1053,142.0,143.2,108.0
1054,161.0,160.59999999999997,116.0
1055,178.0,177.59999999999997,127.8
1056,198.0,194.59999999999997,143.2
1057,209.0,210.19999999999996,160.6
1058,227.0,223.99999999999994,177.6
1059,239.0,234.39999999999995,194.6
1060,247.0,243.99999999999997,210.2
1061,250.0,252.79999999999995,224.0
1062,257.0,262.4,234.4
1063,271.0,272.4,244.0
1064,287.0,284.4,252.8
1065,297.0,297.19999999999993,262.4
1066,310.0,308.19999999999993,272.4
1067,321.0,316.59999999999997,284.4
1068,326.0,323.5999999999999,297.2
1069,329.0,329.79999999999995,308.2
1070,332.0,334.79999999999995,316.6
1071,341.0,337.5999999999999,323.6
1072,346.0,338.9999999999999,329.8
1073,340.0,338.99999999999994,334.8
1074,336.0,336.79999999999995,337.6
1075,332.0,333.19999999999993,339.0
1076,330.0,330.5999999999999,339.0
1077,328.0,327.5999999999999,336.8
1078,327.0,323.5999999999999,333.2
1079,321.0,318.7999999999999,330.6
1080,312.0,312.5999999999999,327.6
1081,306.0,306.5999999999999,323.6
1082,297.0,303.4,318.8
1083,297.0,301.79999999999995,312.6
1084,305.0,299.19999999999993,306.6
1085,304.0,297.59999999999997,303.4
1086,293.0,294.99999999999994,301.8
1087,289.0,288.59999999999997,299.2
1088,284.0,280.4,297.6
1089,273.0,271.99999999999994,295.0
1090,263.0,262.0,288.6
1091,251.0,253.39999999999995,280.4
1092,239.0,246.59999999999997,272.0
1093,241.0,240.39999999999998,262.0
1094,239.0,232.79999999999995,253.4
1095,232.0,224.79999999999995,246.6
1096,213.0,213.19999999999993,240.4
1097,199.0,199.59999999999997,232.8
1098,183.0,186.39999999999998,224.8
1099,171.0,175.19999999999996,213.2
1100,166.0,164.59999999999997,199.6
1101,157.0,155.19999999999996,186.4
1102,146.0,145.39999999999998,175.2
1103,136.0,133.39999999999998,164.6
1104,122.0,121.79999999999997,155.2
1105,106.0,109.79999999999998,145.4
1106,99.0,98.19999999999999,133.4
1107,86.0,87.99999999999999,121.8
1108,78.0,80.39999999999998,109.8
1109,71.0,75.59999999999998,98.2
1110,68.0,75.39999999999999,88.0
1111,75.0,81.99999999999999,80.4
1112,85.0,92.99999999999997,75.6
1113,111.0,107.39999999999998,75.4
1114,126.0,123.39999999999998,82.0
1115,140.0,138.79999999999995,93.0
1116,155.0,149.79999999999995,107.4
1117,162.0,158.2,123.4
1118,166.0,163.79999999999995,138.8
1119,168.0,166.99999999999994,149.8
1120,168.0,168.19999999999996,158.2
1121,171.0,168.39999999999998,163.8
1122,168.0,169.19999999999996,167.0
1123,167.0,170.59999999999997,168.2
1124,172.0,172.39999999999998,168.4
1125,175.0,175.99999999999994,169.2
1126,180.0,179.79999999999995,170.6
1127,186.0,183.59999999999997,172.4
1128,186.0,188.79999999999995,176.0
1129,191.0,194.59999999999997,179.8
1130,201.0,199.2,183.6
1131,209.0,204.39999999999998,188.8
1132,209.0,209.59999999999997,194.6
1133,212.0,211.79999999999995,199.2
1134,217.0,212.19999999999996,204.4
1135,212.0,212.39999999999998,209.6
1136,211.0,213.19999999999996,211.8
1137,210.0,216.19999999999996,212.2
1138,216.0,222.79999999999995,212.4
1139,232.0,232.19999999999993,213.2
1140,245.0,244.79999999999995,216.2
1141,258.0,258.59999999999997,222.8
1142,273.0,269.3999999999999,232.2
1143,285.0,276.3999999999999,244.8
1144,286.0,277.99999999999994,258.6
1145,280.0,274.5999999999999,269.4
1146,266.0,265.99999999999994,276.4
1147,256.0,257.79999999999995,278.0
1148,242.0,249.59999999999997,274.6
1149,245.0,242.59999999999997,266.0
1150,239.0,240.19999999999993,257.8
1151,231.0,241.79999999999995,249.6
1152,244.0,244.59999999999997,242.6
1153,250.0,249.99999999999994,240.2
1154,259.0,256.19999999999993,241.8
1155,266.0,259.79999999999995,244.6
1156,262.0,263.99999999999994,250.0
1157,262.0,268.19999999999993,256.2
1158,271.0,273.5999999999999,259.8
1159,280.0,282.5999999999999,264.0
1160,293.0,291.79999999999995,268.2
1161,307.0,301.19999999999993,273.6
1162,308.0,309.19999999999993,282.6
1163,318.0,313.79999999999995,291.8
1164,320.0,315.19999999999993,301.2
